P,DB,Issue,Type,Q,Answer,Time,SGLT,mental,physical,temporal,performance,effort,frustration,avg_others,avg_all
7f3fc5e6f32c3bd93198a74b00d98db1,2,InforOverload,Intervention,2,0,0.82,4,3,0,0,10,2,3,1.6,3.00
7f3fc5e6f32c3bd93198a74b00d98db1,5,DataPresentation,Baseline,2,1,0.70,4,1,0,0,19,1,1,0.6,3.67
7f3fc5e6f32c3bd93198a74b00d98db1,8,DataUnderstanding,Intervention,1,0,2.25,4,2,0,0,10,2,3,1.4,2.83
7f3fc5e6f32c3bd93198a74b00d98db1,4,Order&Grouping,Intervention,2,0,0.78,4,1,0,0,19,1,1,0.6,3.67
7f3fc5e6f32c3bd93198a74b00d98db1,2,InforOverload,Intervention,1,1,3.20,4,1,0,0,19,1,2,0.8,3.83
7f3fc5e6f32c3bd93198a74b00d98db1,6,DataPresentation,Intervention,2,1,0.55,4,1,0,0,19,1,1,0.6,3.67
7f3fc5e6f32c3bd93198a74b00d98db1,6,DataPresentation,Intervention,1,0,0.63,4,1,0,0,0,1,3,1,0.83
7f3fc5e6f32c3bd93198a74b00d98db1,5,DataPresentation,Baseline,1,0,0.90,4,1,0,0,10,1,3,1,2.50
7f3fc5e6f32c3bd93198a74b00d98db1,4,Order&Grouping,Intervention,1,0,1.78,4,1,0,0,0,1,2,0.8,0.67
7f3fc5e6f32c3bd93198a74b00d98db1,1,InforOverload,Baseline,2,1,1.68,4,1,0,0,19,1,1,0.6,3.67
7f3fc5e6f32c3bd93198a74b00d98db1,3,Order&Grouping,Baseline,1,0,2.47,4,2,0,0,17,1,1,0.8,3.50
7f3fc5e6f32c3bd93198a74b00d98db1,7,DataUnderstanding,Baseline,1,1,1.98,4,1,0,0,19,2,1,0.8,3.83
7f3fc5e6f32c3bd93198a74b00d98db1,1,InforOverload,Baseline,1,0,1.62,4,1,0,0,19,2,1,0.8,3.83
c9f4a46fee34c2caf1da93f508fcbdfd,1,InforOverload,Baseline,2,1,9.32,4,10,5,2,20,4,6,5.4,7.83
c9f4a46fee34c2caf1da93f508fcbdfd,3,Order&Grouping,Baseline,2,1,4.25,4,15,2,1,20,16,9,8.6,10.50
c9f4a46fee34c2caf1da93f508fcbdfd,8,DataUnderstanding,Intervention,1,0,3.92,4,6,3,1,19,10,15,7,9.00
c9f4a46fee34c2caf1da93f508fcbdfd,4,Order&Grouping,Intervention,1,0,3.22,4,3,2,1,16,9,7,4.4,6.33
c9f4a46fee34c2caf1da93f508fcbdfd,6,DataPresentation,Intervention,2,1,2.48,4,3,3,1,17,3,1,2.2,4.67
c9f4a46fee34c2caf1da93f508fcbdfd,7,DataUnderstanding,Baseline,2,1,3.55,4,7,4,1,8,7,4,4.6,5.17
c9f4a46fee34c2caf1da93f508fcbdfd,2,InforOverload,Intervention,1,1,1.65,4,5,5,1,20,3,4,3.6,6.33
c9f4a46fee34c2caf1da93f508fcbdfd,7,DataUnderstanding,Baseline,1,1,3.08,4,10,7,1,16,6,5,5.8,7.50
c9f4a46fee34c2caf1da93f508fcbdfd,5,DataPresentation,Baseline,2,1,2.65,4,11,3,1,17,9,16,8,9.50
c9f4a46fee34c2caf1da93f508fcbdfd,6,DataPresentation,Intervention,1,1,1.85,4,4,3,1,16,14,5,5.4,7.17
c9f4a46fee34c2caf1da93f508fcbdfd,8,DataUnderstanding,Intervention,2,0,3.17,4,13,13,1,14,16,19,12.4,12.67
c9f4a46fee34c2caf1da93f508fcbdfd,1,InforOverload,Baseline,1,0,0.90,4,6,4,1,17,1,1,2.6,5.00
c9f4a46fee34c2caf1da93f508fcbdfd,3,Order&Grouping,Baseline,1,0,1.27,4,2,1,1,12,2,1,1.4,3.17
c9f4a46fee34c2caf1da93f508fcbdfd,5,DataPresentation,Baseline,1,1,1.12,4,3,2,1,14,2,1,1.8,3.83
c9f4a46fee34c2caf1da93f508fcbdfd,2,InforOverload,Intervention,2,0,1.55,4,2,2,1,16,7,3,3,5.17
c9f4a46fee34c2caf1da93f508fcbdfd,4,Order&Grouping,Intervention,2,0,2.22,4,11,4,2,10,15,14,9.2,9.33
7c6d6e3a84fde4961c385a14a74089b9,2,InforOverload,Intervention,1,1,2.95,2,2,0,0,20,2,0,0.8,4.00
7c6d6e3a84fde4961c385a14a74089b9,3,Order&Grouping,Baseline,2,1,4.95,2,3,0,3,20,2,0,1.6,4.67
7c6d6e3a84fde4961c385a14a74089b9,8,DataUnderstanding,Intervention,2,1,3.77,2,2,0,3,20,0,1,1.2,4.33
7c6d6e3a84fde4961c385a14a74089b9,8,DataUnderstanding,Intervention,1,1,7.67,2,4,0,4,15,2,2,2.4,4.50
7c6d6e3a84fde4961c385a14a74089b9,1,InforOverload,Baseline,1,0,1.92,2,1,0,1,18,1,0,0.6,3.50
7c6d6e3a84fde4961c385a14a74089b9,5,DataPresentation,Baseline,2,1,3.30,2,1,0,1,18,1,0,0.6,3.50
7c6d6e3a84fde4961c385a14a74089b9,4,Order&Grouping,Intervention,2,0,5.78,2,4,0,4,15,5,3,3.2,5.17
7c6d6e3a84fde4961c385a14a74089b9,4,Order&Grouping,Intervention,1,0,2.57,2,2,0,1,18,1,0,0.8,3.67
7c6d6e3a84fde4961c385a14a74089b9,1,InforOverload,Baseline,2,1,1.55,2,2,0,6,20,2,0,2,5.00
7c6d6e3a84fde4961c385a14a74089b9,7,DataUnderstanding,Baseline,1,0,4.92,2,5,0,5,20,5,2,3.4,6.17
7c6d6e3a84fde4961c385a14a74089b9,3,Order&Grouping,Baseline,1,1,4.18,2,3,0,2,15,2,1,1.6,3.83
7c6d6e3a84fde4961c385a14a74089b9,5,DataPresentation,Baseline,1,0,1.88,2,2,0,2,20,2,0,1.2,4.33
7c6d6e3a84fde4961c385a14a74089b9,6,DataPresentation,Intervention,2,1,1.52,2,2,0,1,20,1,0,0.8,4.00
7c6d6e3a84fde4961c385a14a74089b9,2,InforOverload,Intervention,2,1,4.07,2,2,1,2,17,3,2,2,4.50
7c6d6e3a84fde4961c385a14a74089b9,6,DataPresentation,Intervention,1,1,1.85,2,2,0,1,19,2,0,1,4.00
7c6d6e3a84fde4961c385a14a74089b9,7,DataUnderstanding,Baseline,2,1,3.43,2,3,0,2,20,2,0,1.4,4.50
b7f7ffdc8a5100faf94e667fff68541e,2,InforOverload,Intervention,2,0,9.87,2,14,0,16,8,16,17,12.6,11.83
b7f7ffdc8a5100faf94e667fff68541e,5,DataPresentation,Baseline,2,0,4.82,2,8,0,4,8,6,2,4,4.67
b7f7ffdc8a5100faf94e667fff68541e,1,InforOverload,Baseline,2,1,6.67,2,10,0,8,8,10,6,6.8,7.00
b7f7ffdc8a5100faf94e667fff68541e,6,DataPresentation,Intervention,2,1,1.62,2,2,0,1,16,1,0,0.8,3.33
b7f7ffdc8a5100faf94e667fff68541e,2,InforOverload,Intervention,1,1,1.97,2,6,0,4,12,3,1,2.8,4.33
b7f7ffdc8a5100faf94e667fff68541e,8,DataUnderstanding,Intervention,2,1,2.47,2,2,1,2,10,2,0,1.4,2.83
b7f7ffdc8a5100faf94e667fff68541e,3,Order&Grouping,Baseline,1,0,1.82,2,0,0,1,12,1,0,0.4,2.33
b7f7ffdc8a5100faf94e667fff68541e,8,DataUnderstanding,Intervention,1,0,2.13,2,1,1,4,6,3,1,2,2.67
b7f7ffdc8a5100faf94e667fff68541e,5,DataPresentation,Baseline,1,0,3.20,2,4,1,6,8,2,2,3,3.83
b7f7ffdc8a5100faf94e667fff68541e,1,InforOverload,Baseline,1,0,1.83,2,2,1,3,12,1,0,1.4,3.17
b7f7ffdc8a5100faf94e667fff68541e,7,DataUnderstanding,Baseline,2,1,2.02,2,2,1,4,14,1,0,1.6,3.67
b7f7ffdc8a5100faf94e667fff68541e,4,Order&Grouping,Intervention,1,0,2.15,2,1,0,1,14,1,0,0.6,2.83
b7f7ffdc8a5100faf94e667fff68541e,7,DataUnderstanding,Baseline,1,1,1.25,2,0,1,1,17,0,0,0.4,3.17
b7f7ffdc8a5100faf94e667fff68541e,4,Order&Grouping,Intervention,2,1,3.73,2,2,1,2,5,1,0,1.2,1.83
b7f7ffdc8a5100faf94e667fff68541e,3,Order&Grouping,Baseline,2,0,2.52,2,3,1,1,6,0,0,1,1.83
b7f7ffdc8a5100faf94e667fff68541e,6,DataPresentation,Intervention,1,1,1.18,2,2,1,5,1,1,0,1.8,1.67
8709bf344c8d1cd6febad95014ecdecb,4,Order&Grouping,Intervention,2,0,11.43,4,14,13.00,14,12,12,10,12.6,12.50
8709bf344c8d1cd6febad95014ecdecb,6,DataPresentation,Intervention,1,1,6.85,4,12,10.00,16,18,12,4,10.8,12.00
8709bf344c8d1cd6febad95014ecdecb,2,InforOverload,Intervention,2,0,4.95,4,12,9.00,12,16,14,14,12.2,12.83
8709bf344c8d1cd6febad95014ecdecb,7,DataUnderstanding,Baseline,2,1,4.08,4,14,8.00,12,18,15,11,12,13.00
8709bf344c8d1cd6febad95014ecdecb,4,Order&Grouping,Intervention,1,0,3.53,4,12,10.00,14,18,11,9,11.2,12.33
8709bf344c8d1cd6febad95014ecdecb,8,DataUnderstanding,Intervention,2,1,3.28,4,12,10.00,13,18,10,9,10.8,12.00
8709bf344c8d1cd6febad95014ecdecb,7,DataUnderstanding,Baseline,1,1,3.57,4,12,9.00,11,18,7,7,9.2,10.67
8709bf344c8d1cd6febad95014ecdecb,2,InforOverload,Intervention,1,1,3.73,4,12,10.00,14,18,14,12,12.4,13.33
8709bf344c8d1cd6febad95014ecdecb,1,InforOverload,Baseline,2,1,4.48,4,16,10.00,15,15,10,9,12,12.50
8709bf344c8d1cd6febad95014ecdecb,3,Order&Grouping,Baseline,1,1,1.88,4,10,10.00,14,18,9,9,10.4,11.67
8709bf344c8d1cd6febad95014ecdecb,1,InforOverload,Baseline,1,0,1.80,4,10,10.00,15,19,7,7,9.8,11.33
8709bf344c8d1cd6febad95014ecdecb,8,DataUnderstanding,Intervention,1,0,5.57,4,8,9.00,15,14,12,12,11.2,11.67
8709bf344c8d1cd6febad95014ecdecb,5,DataPresentation,Baseline,1,1,4.22,4,14,7.00,16,14,8,8,10.6,11.17
8709bf344c8d1cd6febad95014ecdecb,5,DataPresentation,Baseline,2,0,3.12,4,10,7.00,14,16,8,6,9,10.17
8709bf344c8d1cd6febad95014ecdecb,3,Order&Grouping,Baseline,2,1,3.27,4,16,8.00,15,18,8,8,11,12.17
8709bf344c8d1cd6febad95014ecdecb,6,DataPresentation,Intervention,2,0,6.15,4,14,8.00,15,13,12,12,12.2,12.33
563c605ab2431235403529acbc04533c,8,DataUnderstanding,Intervention,2,1,4.60,3,10,4,0,14,8,5,5.40,6.83
563c605ab2431235403529acbc04533c,2,InforOverload,Intervention,1,1,1.27,3,1,1,1,15,1,1,1,3.33
563c605ab2431235403529acbc04533c,7,DataUnderstanding,Baseline,1,1,3.57,3,10,6,2,16,12,10,8,9.33
563c605ab2431235403529acbc04533c,4,Order&Grouping,Intervention,2,0,2.70,3,15,2,1,6,2,15,7,6.83
563c605ab2431235403529acbc04533c,4,Order&Grouping,Intervention,1,0,3.18,3,10,3,1,10,12,9,7,7.50
563c605ab2431235403529acbc04533c,5,DataPresentation,Baseline,1,1,2.32,3,2,1,1,11,15,6,5,6.00
563c605ab2431235403529acbc04533c,8,DataUnderstanding,Intervention,1,1,2.78,3,5,4,1,10,10,16,7.2,7.67
563c605ab2431235403529acbc04533c,3,Order&Grouping,Baseline,1,1,2.07,3,2,2,0,12,2,2,1.6,3.33
563c605ab2431235403529acbc04533c,6,DataPresentation,Intervention,2,1,2.52,3,8,9,2,13,3,12,6.8,7.83
563c605ab2431235403529acbc04533c,2,InforOverload,Intervention,2,0,2.70,3,9,2,1,16,2,3,3.4,5.50
563c605ab2431235403529acbc04533c,6,DataPresentation,Intervention,1,1,1.85,3,4,1,1,12,2,3,2.2,3.83
563c605ab2431235403529acbc04533c,3,Order&Grouping,Baseline,2,1,2.70,3,4,5,1,13,2,12,4.8,6.17
563c605ab2431235403529acbc04533c,1,InforOverload,Baseline,2,1,4.70,3,2,1,1,16,1,1,1.2,3.67
563c605ab2431235403529acbc04533c,7,DataUnderstanding,Baseline,2,0,2.38,3,2,2,1,15,1,1,1.4,3.67
563c605ab2431235403529acbc04533c,1,InforOverload,Baseline,1,0,1.22,3,1,1,1,16,1,1,1,3.50
563c605ab2431235403529acbc04533c,5,DataPresentation,Baseline,2,1,2.72,3,10,3,1,9,17,10,8.2,8.33
59504c500d31854553e4ba6e58d66a79,3,Order&Grouping,Baseline,1,1,3.12,3,12,6,12,11,12,14,11.20,11.17
59504c500d31854553e4ba6e58d66a79,6,DataPresentation,Intervention,2,1,5.97,3,14,4,10,12,12,2,8.4,9.00
59504c500d31854553e4ba6e58d66a79,7,DataUnderstanding,Baseline,1,1,1.27,3,10,2,10,8,2,0,4.8,5.33
59504c500d31854553e4ba6e58d66a79,1,InforOverload,Baseline,2,1,2.52,3,12,4,10,6,4,2,6.4,6.33
59504c500d31854553e4ba6e58d66a79,4,Order&Grouping,Intervention,1,1,1.75,3,10,4,10,14,6,1,6.2,7.50
59504c500d31854553e4ba6e58d66a79,1,InforOverload,Baseline,1,0,0.73,3,4,2,10,14,2,0,3.6,5.33
59504c500d31854553e4ba6e58d66a79,8,DataUnderstanding,Intervention,2,0,4.75,3,10,2,10,8,2,2,5.2,5.67
59504c500d31854553e4ba6e58d66a79,8,DataUnderstanding,Intervention,1,1,2.53,3,10,2,10,4,2,4,5.6,5.33
59504c500d31854553e4ba6e58d66a79,7,DataUnderstanding,Baseline,2,0,1.40,3,6,2,10,8,1,1,4,4.67
59504c500d31854553e4ba6e58d66a79,5,DataPresentation,Baseline,2,1,1.78,3,9,6,10,5,6,6,7.4,7.00
59504c500d31854553e4ba6e58d66a79,4,Order&Grouping,Intervention,2,0,2.50,3,10,4,10,5,3,3,6,5.83
59504c500d31854553e4ba6e58d66a79,5,DataPresentation,Baseline,1,0,1.48,3,6,3,10,6,2,2,4.6,4.83
59504c500d31854553e4ba6e58d66a79,2,InforOverload,Intervention,2,0,1.93,3,9,2,10,5,4,4,5.8,5.67
59504c500d31854553e4ba6e58d66a79,2,InforOverload,Intervention,1,1,0.72,3,6,3,6,4,1,1,3.4,3.50
59504c500d31854553e4ba6e58d66a79,3,Order&Grouping,Baseline,2,1,3.13,3,10,4,7,5,3,3,5.4,5.33
59504c500d31854553e4ba6e58d66a79,6,DataPresentation,Intervention,1,1,1.45,3,6,2,10,6,2,2,4.4,4.67
381832119aa48b508a880a0c9eedad56,2,InforOverload,Intervention,2,0,6.68,3,4,2,2,9,2,0,2.00,3.17
381832119aa48b508a880a0c9eedad56,4,Order&Grouping,Intervention,2,0,4.72,3,6,2,3,8,4,2,3.4,4.17
381832119aa48b508a880a0c9eedad56,1,InforOverload,Baseline,1,0,3.12,3,6,1,2,10,6,2,3.4,4.50
381832119aa48b508a880a0c9eedad56,5,DataPresentation,Baseline,1,1,2.17,3,2,2,2,13,2,0,1.6,3.50
381832119aa48b508a880a0c9eedad56,2,InforOverload,Intervention,1,1,2.08,3,2,1,1,18,1,0,1,3.83
381832119aa48b508a880a0c9eedad56,8,DataUnderstanding,Intervention,2,1,3.57,3,5,1,2,11,3,1,2.4,3.83
381832119aa48b508a880a0c9eedad56,8,DataUnderstanding,Intervention,1,0,3.65,3,5,1,2,3,3,4,3,3.00
381832119aa48b508a880a0c9eedad56,5,DataPresentation,Baseline,2,0,2.28,3,5,1,2,8,1,1,2,3.00
381832119aa48b508a880a0c9eedad56,3,Order&Grouping,Baseline,1,1,1.65,3,2,0,1,18,1,1,1,3.83
381832119aa48b508a880a0c9eedad56,7,DataUnderstanding,Baseline,1,1,1.93,3,2,1,1,13,1,1,1.2,3.17
381832119aa48b508a880a0c9eedad56,4,Order&Grouping,Intervention,1,0,2.43,3,3,3,1,8,2,2,2.2,3.17
381832119aa48b508a880a0c9eedad56,6,DataPresentation,Intervention,2,0,2.57,3,4,2,2,9,4,3,3,4.00
381832119aa48b508a880a0c9eedad56,7,DataUnderstanding,Baseline,2,1,3.78,3,5,3,4,2,5,5,4.4,4.00
381832119aa48b508a880a0c9eedad56,6,DataPresentation,Intervention,1,1,1.22,3,3,2,2,14,2,2,2.2,4.17
381832119aa48b508a880a0c9eedad56,3,Order&Grouping,Baseline,2,0,2.08,3,4,3,4,7,1,3,3,3.67
381832119aa48b508a880a0c9eedad56,1,InforOverload,Baseline,2,0,1.48,3,2,1,2,2,2,0,1.4,1.50
4eff1a680bae368f455998149cfdabc4,5,DataPresentation,Baseline,1,1,1.10,3,1,0,1,19,1,1,0.80,3.83
4eff1a680bae368f455998149cfdabc4,8,DataUnderstanding,Intervention,1,0,2.17,3,2,1,2,17,1,2,1.6,4.17
4eff1a680bae368f455998149cfdabc4,3,Order&Grouping,Baseline,2,0,1.78,3,1,0,0,16,1,0,0.4,3.00
4eff1a680bae368f455998149cfdabc4,8,DataUnderstanding,Intervention,2,1,1.33,3,4,0,0,19,2,0,1.2,4.17
4eff1a680bae368f455998149cfdabc4,4,Order&Grouping,Intervention,2,0,1.13,3,4,0,4,13,3,0,2.2,4.00
4eff1a680bae368f455998149cfdabc4,7,DataUnderstanding,Baseline,2,0,1.75,3,2,0,0,10,2,6,2,3.33
4eff1a680bae368f455998149cfdabc4,2,InforOverload,Intervention,2,1,1.68,3,3,2,3,12,3,4,3,4.50
4eff1a680bae368f455998149cfdabc4,6,DataPresentation,Intervention,2,1,1.28,3,2,0,1,18,3,0,1.2,4.00
4eff1a680bae368f455998149cfdabc4,7,DataUnderstanding,Baseline,1,1,1.77,3,8,1,1,17,0,0,2,4.50
4eff1a680bae368f455998149cfdabc4,6,DataPresentation,Intervention,1,1,1.05,3,2,0,1,19,0,0,0.6,3.67
4eff1a680bae368f455998149cfdabc4,5,DataPresentation,Baseline,2,0,0.67,3,1,0,0,19,1,0,0.4,3.50
4eff1a680bae368f455998149cfdabc4,2,InforOverload,Intervention,1,1,0.65,3,1,0,0,20,0,0,0.2,3.50
4eff1a680bae368f455998149cfdabc4,4,Order&Grouping,Intervention,1,1,1.90,3,6,3,0,19,4,0,2.6,5.33
4eff1a680bae368f455998149cfdabc4,1,InforOverload,Baseline,1,0,0.98,3,2,1,0,19,0,0,0.6,3.67
4eff1a680bae368f455998149cfdabc4,1,InforOverload,Baseline,2,1,0.80,3,1,2,0,19,0,0,0.6,3.67
4eff1a680bae368f455998149cfdabc4,3,Order&Grouping,Baseline,1,1,1.05,3,1,2,0,19,0,0,0.6,3.67
fb41eb20d590a102fe2bbf10d7e6b824,6,DataPresentation,Intervention,1,1,4.88,4,2,0,16,14,2,14,6.80,8.00
fb41eb20d590a102fe2bbf10d7e6b824,3,Order&Grouping,Baseline,2,1,8.03,4,10,0,10,10,12,14,9.2,9.33
fb41eb20d590a102fe2bbf10d7e6b824,3,Order&Grouping,Baseline,1,1,2.33,4,4,0,2,14,2,2,2,4.00
fb41eb20d590a102fe2bbf10d7e6b824,4,Order&Grouping,Intervention,1,0,3.58,4,6,0,4,14,4,10,4.8,6.33
fb41eb20d590a102fe2bbf10d7e6b824,7,DataUnderstanding,Baseline,2,0,4.68,4,4,0,10,4,10,16,8,7.33
fb41eb20d590a102fe2bbf10d7e6b824,8,DataUnderstanding,Intervention,2,0,5.52,4,12,0,2,10,12,8,6.8,7.33
fb41eb20d590a102fe2bbf10d7e6b824,2,InforOverload,Intervention,2,0,3.48,4,8,0,1,10,4,1,2.8,4.00
fb41eb20d590a102fe2bbf10d7e6b824,5,DataPresentation,Baseline,1,1,1.70,4,1,0,0,14,1,0,0.4,2.67
fb41eb20d590a102fe2bbf10d7e6b824,8,DataUnderstanding,Intervention,1,1,6.32,4,10,0,10,2,14,14,9.6,8.33
fb41eb20d590a102fe2bbf10d7e6b824,7,DataUnderstanding,Baseline,1,1,1.88,4,2,0,0,14,2,1,1,3.17
fb41eb20d590a102fe2bbf10d7e6b824,1,InforOverload,Baseline,1,0,1.98,4,2,0,0,10,2,1,1,2.50
fb41eb20d590a102fe2bbf10d7e6b824,4,Order&Grouping,Intervention,2,0,5.87,4,10,0,4,4,14,10,7.6,7.00
fb41eb20d590a102fe2bbf10d7e6b824,6,DataPresentation,Intervention,2,0,3.82,4,4,0,0,16,2,2,1.6,4.00
fb41eb20d590a102fe2bbf10d7e6b824,1,InforOverload,Baseline,2,1,2.00,4,2,0,0,12,2,0,0.8,2.67
fb41eb20d590a102fe2bbf10d7e6b824,5,DataPresentation,Baseline,2,0,2.67,4,1,0,0,16,1,0,0.4,3.00
fb41eb20d590a102fe2bbf10d7e6b824,2,InforOverload,Intervention,1,1,1.60,4,1,0,0,16,1,0,0.4,3.00
4de1aa31143aa3bfba0ea210c26e4143,5,DataPresentation,Baseline,2,1,3.30,4,11,3,11,18,14,9,9.60,11.00
4de1aa31143aa3bfba0ea210c26e4143,2,InforOverload,Intervention,2,1,4.97,4,15,19,12,18,18,14,15.6,16.00
4de1aa31143aa3bfba0ea210c26e4143,2,InforOverload,Intervention,1,1,2.62,4,2,3,4,18,5,2,3.2,5.67
4de1aa31143aa3bfba0ea210c26e4143,3,Order&Grouping,Baseline,1,0,3.55,4,18,18,19,18,18,19,18.4,18.33
4de1aa31143aa3bfba0ea210c26e4143,8,DataUnderstanding,Intervention,2,1,3.70,4,5,7,3,19,4,3,4.4,6.83
4de1aa31143aa3bfba0ea210c26e4143,7,DataUnderstanding,Baseline,2,1,2.72,4,3,6,5,18,3,3,4,6.33
4de1aa31143aa3bfba0ea210c26e4143,1,InforOverload,Baseline,1,0,1.80,4,6,6,6,18,6,10,6.8,8.67
4de1aa31143aa3bfba0ea210c26e4143,6,DataPresentation,Intervention,1,0,1.93,4,2,2,2,19,2,1,1.8,4.67
4de1aa31143aa3bfba0ea210c26e4143,1,InforOverload,Baseline,2,1,1.23,4,1,1,1,13,1,2,1.2,3.17
4de1aa31143aa3bfba0ea210c26e4143,4,Order&Grouping,Intervention,1,0,2.73,4,8,8,1,17,4,1,4.4,6.50
4de1aa31143aa3bfba0ea210c26e4143,6,DataPresentation,Intervention,2,1,1.68,4,3,3,3,18,1,1,2.2,4.83
4de1aa31143aa3bfba0ea210c26e4143,4,Order&Grouping,Intervention,2,1,4.53,4,8,14,7,9,5,2,7.2,7.50
4de1aa31143aa3bfba0ea210c26e4143,3,Order&Grouping,Baseline,2,0,3.13,4,7,7,4,10,6,6,6,6.67
4de1aa31143aa3bfba0ea210c26e4143,8,DataUnderstanding,Intervention,1,0,2.67,4,4,4,2,16,4,2,3.2,5.33
4de1aa31143aa3bfba0ea210c26e4143,5,DataPresentation,Baseline,1,0,2.07,4,2,3,3,17,2,1,2.2,4.67
4de1aa31143aa3bfba0ea210c26e4143,7,DataUnderstanding,Baseline,1,1,2.03,4,1,1,1,15,1,2,1.2,3.50
14df5d9dcaf518ce977db83df0a0bc81,6,DataPresentation,Intervention,1,0,2.77,2,14,1,3,18,5,2,5.00,7.17
14df5d9dcaf518ce977db83df0a0bc81,7,DataUnderstanding,Baseline,1,1,2.35,2,5,2,1,18,5,2,3,5.50
14df5d9dcaf518ce977db83df0a0bc81,5,DataPresentation,Baseline,2,0,3.33,2,9,2,2,15,10,4,5.4,7.00
14df5d9dcaf518ce977db83df0a0bc81,5,DataPresentation,Baseline,1,0,1.85,2,2,2,1,17,3,1,1.8,4.33
14df5d9dcaf518ce977db83df0a0bc81,1,InforOverload,Baseline,2,1,2.23,2,1,1,1,19,2,1,1.2,4.17
14df5d9dcaf518ce977db83df0a0bc81,2,InforOverload,Intervention,2,1,2.17,2,8,2,1,17,6,2,3.8,6.00
14df5d9dcaf518ce977db83df0a0bc81,2,InforOverload,Intervention,1,1,1.15,2,4,1,1,18,2,1,1.8,4.50
14df5d9dcaf518ce977db83df0a0bc81,4,Order&Grouping,Intervention,2,0,1.92,2,3,1,1,0,1,5,2.2,1.83
14df5d9dcaf518ce977db83df0a0bc81,1,InforOverload,Baseline,1,0,1.53,2,5,1,1,16,3,4,2.8,5.00
14df5d9dcaf518ce977db83df0a0bc81,3,Order&Grouping,Baseline,1,1,1.87,2,2,1,1,18,3,3,2,4.67
14df5d9dcaf518ce977db83df0a0bc81,3,Order&Grouping,Baseline,2,1,3.53,2,9,2,3,16,7,2,4.6,6.50
14df5d9dcaf518ce977db83df0a0bc81,6,DataPresentation,Intervention,2,0,2.80,2,9,1,5,12,7,6,5.6,6.67
14df5d9dcaf518ce977db83df0a0bc81,8,DataUnderstanding,Intervention,1,1,3.27,2,14,4,8,13,7,2,7,8.00
14df5d9dcaf518ce977db83df0a0bc81,8,DataUnderstanding,Intervention,2,1,2.53,2,4,2,1,14,4,2,2.6,4.50
14df5d9dcaf518ce977db83df0a0bc81,4,Order&Grouping,Intervention,1,0,2.03,2,4,3,4,13,4,3,3.6,5.17
14df5d9dcaf518ce977db83df0a0bc81,7,DataUnderstanding,Baseline,2,1,1.98,2,3,2,9,14,4,2,4,5.67
a95bbb00b7df15640d1e313971738837,2,InforOverload,Intervention,2,1,7.13,3,10,1,15,10,16,16,11.60,11.33
a95bbb00b7df15640d1e313971738837,8,DataUnderstanding,Intervention,1,1,7.02,3,8,4,8,8,8,14,8.4,8.33
a95bbb00b7df15640d1e313971738837,5,DataPresentation,Baseline,2,0,5.28,3,6,0,4,0,8,20,7.6,6.33
a95bbb00b7df15640d1e313971738837,4,Order&Grouping,Intervention,2,1,5.45,3,4,4,4,4,8,12,6.4,6.00
a95bbb00b7df15640d1e313971738837,7,DataUnderstanding,Baseline,1,1,4.68,3,4,8,2,14,6,4,4.8,6.33
a95bbb00b7df15640d1e313971738837,7,DataUnderstanding,Baseline,2,1,4.73,3,4,0,2,16,8,4,3.6,5.67
a95bbb00b7df15640d1e313971738837,5,DataPresentation,Baseline,1,0,1.53,3,0,0,0,20,0,0,0,3.33
a95bbb00b7df15640d1e313971738837,4,Order&Grouping,Intervention,1,0,2.90,3,0,2,0,0,4,2,1.6,1.33
a95bbb00b7df15640d1e313971738837,8,DataUnderstanding,Intervention,2,1,2.30,3,2,0,2,0,0,16,4,3.33
a95bbb00b7df15640d1e313971738837,6,DataPresentation,Intervention,2,1,3.47,3,2,0,2,18,4,2,2,4.67
a95bbb00b7df15640d1e313971738837,2,InforOverload,Intervention,1,1,1.33,3,0,0,0,20,0,0,0,3.33
a95bbb00b7df15640d1e313971738837,1,InforOverload,Baseline,2,1,1.38,3,0,0,0,20,0,0,0,3.33
a95bbb00b7df15640d1e313971738837,6,DataPresentation,Intervention,1,0,1.05,3,0,0,0,20,0,0,0,3.33
a95bbb00b7df15640d1e313971738837,1,InforOverload,Baseline,1,0,3.27,3,4,2,4,16,10,12,6.4,8.00
a95bbb00b7df15640d1e313971738837,3,Order&Grouping,Baseline,2,0,2.53,3,4,2,4,0,0,20,6,5.00
a95bbb00b7df15640d1e313971738837,3,Order&Grouping,Baseline,1,0,1.68,3,2,2,4,2,6,18,6.4,5.67
a7ed60dcc6fa25931e17c3c870785c1a,1,InforOverload,Baseline,1,0,4.80,4,8,2,12,20,2,4,5.60,8.00
a7ed60dcc6fa25931e17c3c870785c1a,5,DataPresentation,Baseline,2,0,8.07,4,6,2,4,18,6,6,4.8,7.00
a7ed60dcc6fa25931e17c3c870785c1a,4,Order&Grouping,Intervention,1,1,5.78,4,6,4,4,18,6,12,6.4,8.33
a7ed60dcc6fa25931e17c3c870785c1a,2,InforOverload,Intervention,2,1,4.60,4,4,2,4,16,4,8,4.4,6.33
a7ed60dcc6fa25931e17c3c870785c1a,6,DataPresentation,Intervention,1,1,2.08,4,2,2,2,20,2,0,1.6,4.67
a7ed60dcc6fa25931e17c3c870785c1a,1,InforOverload,Baseline,2,1,1.78,4,2,2,0,20,0,0,0.8,4.00
